loan_id,age,income,loan_amount,loan_purpose,employment_status,marital_status,has_default
1791,42,57067,12273,education,employed,divorced,0
1792,51,78420,32739,medical,employed,divorced,0
1793,29,37357,41416,personal,employed,divorced,1
1794,59,59851,8894,medical,employed,divorced,1
1795,26,58262,47073,personal,employed,divorced,0
1796,32,144745,46693,business,unemployed,divorced,1
1797,57,96853,25343,business,self-employed,divorced,0
1798,42,78643,44095,medical,unemployed,divorced,0
1799,22,138094,32174,medical,self-employed,single,0
1800,28,41534,45179,business,unemployed,married,0
1801,51,111270,7900,personal,employed,married,1
1802,41,121433,49905,business,self-employed,divorced,0
1803,32,52872,4800,business,unemployed,divorced,0
1804,55,125737,36246,personal,self-employed,single,1
1805,25,27689,43735,business,employed,divorced,0
1806,22,89103,43926,medical,employed,single,0
1807,65,106268,8054,medical,self-employed,married,0
1808,43,106310,39827,business,self-employed,married,1
1809,35,108731,43727,medical,employed,divorced,0
1810,23,135869,45775,education,employed,single,1
1811,54,57412,42201,business,employed,single,0
1812,65,67734,30373,education,unemployed,married,0
1813,30,129634,28525,business,self-employed,married,1
1814,45,107793,39977,business,employed,single,0
1815,22,89930,8115,education,self-employed,single,0
1816,30,121838,32107,business,unemployed,married,1
1817,34,42228,31486,medical,unemployed,single,0
1818,67,140627,14068,education,employed,married,0
1819,57,97924,19640,business,self-employed,single,0
1820,62,31319,33158,medical,unemployed,divorced,0
1821,49,26475,37136,education,self-employed,married,0
1822,46,117091,17128,education,self-employed,single,0
1823,68,103694,25942,medical,employed,married,1
1824,20,34728,3827,business,unemployed,single,0
1825,57,130310,16990,business,unemployed,divorced,0
1826,51,49545,36255,education,unemployed,divorced,0
1827,57,116636,20987,personal,self-employed,divorced,0
1828,44,142971,47115,business,unemployed,married,0
1829,30,101686,21901,business,unemployed,divorced,0
1830,62,118750,17277,medical,self-employed,married,0
1831,50,118412,2643,personal,unemployed,divorced,1
1832,23,81756,24729,personal,unemployed,married,0
1833,41,88775,22087,education,self-employed,divorced,0
1834,36,58699,22818,medical,unemployed,single,0
1835,33,56821,1019,medical,employed,single,1
1836,57,50615,34443,business,self-employed,married,1
1837,45,33746,10457,education,unemployed,divorced,0
1838,50,106457,34922,business,employed,divorced,0
1839,65,42745,10820,personal,self-employed,single,0
1840,58,21245,33750,medical,unemployed,divorced,0
1841,30,137408,43586,education,self-employed,divorced,0
1842,60,132143,37484,business,employed,married,1
1843,62,44853,39010,business,self-employed,single,0
1844,42,47632,38790,personal,unemployed,divorced,0
1845,59,32856,23869,medical,employed,divorced,0
1846,53,76893,35421,personal,self-employed,married,0
1847,44,90641,3502,business,unemployed,married,0
1848,55,121226,17665,medical,unemployed,married,0
1849,24,88049,26600,medical,employed,married,0
1850,22,78182,30394,personal,employed,divorced,1
1851,60,22801,15086,medical,self-employed,divorced,0
1852,62,117881,37171,personal,unemployed,divorced,0
1853,68,99431,35003,medical,employed,married,1
1854,48,59749,14149,medical,unemployed,divorced,0
1855,40,93757,31394,education,self-employed,single,1
1856,59,75654,15396,medical,employed,single,1
1857,27,91574,24324,business,self-employed,divorced,0
1858,49,117567,48198,education,self-employed,married,1
1859,60,75381,18169,personal,employed,single,0
1860,47,78601,47632,business,self-employed,divorced,0
1861,56,35082,49274,personal,unemployed,single,0
1862,48,34648,45277,personal,employed,single,1
1863,35,20364,27243,business,unemployed,single,0
1864,53,54568,32016,personal,self-employed,single,0
1865,19,99646,4194,education,employed,divorced,0
1866,31,91494,33398,business,unemployed,single,0
1867,30,94632,5789,personal,unemployed,divorced,1
1868,46,27436,21159,personal,unemployed,single,0
1869,29,106713,44406,medical,unemployed,single,0
1870,56,46754,6350,medical,unemployed,single,0
1871,19,80194,34301,personal,self-employed,divorced,0
1872,49,44544,25977,business,self-employed,single,0
1873,30,80180,37431,education,self-employed,single,0
1874,63,83295,1129,personal,self-employed,married,0
1875,44,32638,46331,personal,self-employed,single,0
1876,66,85715,35626,personal,self-employed,married,0
1877,58,89409,49503,medical,self-employed,divorced,0
1878,34,148479,28549,business,unemployed,single,1
1879,57,138648,13342,personal,self-employed,single,0
1880,48,103106,37417,medical,unemployed,married,0
1881,51,148782,11978,personal,employed,married,0
1882,41,146839,38628,personal,self-employed,single,0
1883,62,133759,43180,business,unemployed,divorced,0
1884,52,37157,9833,medical,employed,married,0
1885,65,65565,47903,education,employed,single,0
1886,23,89996,34491,business,unemployed,married,0
1887,36,133620,30473,education,unemployed,divorced,0
1888,47,85888,1737,medical,unemployed,married,1
1889,24,76095,30429,medical,self-employed,single,0
1890,27,84947,47647,education,employed,married,1
1891,58,107122,2299,medical,self-employed,divorced,0
1892,49,90880,1339,business,self-employed,single,0
1893,51,24507,33920,personal,self-employed,single,0
1894,45,123134,43381,education,employed,single,0
1895,32,63988,47523,personal,employed,single,1
1896,47,118421,49750,education,employed,divorced,0
1897,54,36865,20435,personal,unemployed,single,0
1898,46,122591,34194,personal,self-employed,divorced,1
1899,39,149614,25509,business,unemployed,divorced,0
1900,21,47213,43095,personal,unemployed,married,0
1901,37,75954,45289,education,self-employed,married,0
1902,49,77450,2373,personal,employed,single,0
1903,53,24477,8082,medical,self-employed,single,1
1904,67,82222,26532,personal,unemployed,divorced,0
1905,21,26533,43661,personal,employed,married,0
1906,44,69395,19866,medical,employed,single,0
1907,34,145512,8593,medical,unemployed,single,0
1908,29,43396,10495,education,employed,divorced,0
1909,39,32755,8837,medical,employed,married,0
1910,34,20865,12172,medical,self-employed,single,0
1911,27,31173,19680,education,self-employed,single,0
1912,18,78905,31346,education,unemployed,single,0
1913,39,58097,44085,personal,unemployed,single,0
1914,43,53371,24412,business,unemployed,single,0
1915,35,124060,23863,education,employed,single,0
1916,67,31254,31804,medical,unemployed,married,0
1917,31,24018,11934,personal,self-employed,divorced,0
1918,64,25192,31723,medical,employed,divorced,0
1919,46,22015,21405,education,unemployed,divorced,0
1920,29,128154,19748,business,employed,single,0
1921,53,88916,6230,personal,employed,divorced,0
1922,52,48343,47413,education,employed,married,0
1923,69,89306,23354,education,unemployed,single,0
1924,29,25829,9954,medical,employed,married,0
1925,24,54381,24139,business,employed,single,0
1926,46,131451,46022,education,employed,single,0
1927,28,101081,18388,medical,self-employed,divorced,0
1928,50,38263,40825,personal,unemployed,married,1
1929,23,123676,37523,medical,self-employed,divorced,0
1930,64,73260,36614,personal,employed,single,0
1931,32,63306,36732,medical,employed,married,0
1932,49,111211,42646,business,self-employed,married,0
1933,68,78418,22021,medical,employed,single,0
1934,28,110898,28702,business,self-employed,divorced,0
1935,40,20148,46416,business,employed,single,0
1936,43,21754,36523,personal,employed,married,0
1937,51,46745,20116,medical,employed,married,0
1938,63,92914,7473,medical,employed,married,0
1939,51,131895,48322,medical,unemployed,single,0
1940,46,75833,23735,business,unemployed,married,1
1941,21,40140,35461,education,unemployed,married,0
1942,34,94907,12084,medical,self-employed,divorced,0
1943,52,80653,45771,medical,self-employed,divorced,0
1944,30,112535,29756,education,self-employed,married,0
1945,58,81521,18068,personal,self-employed,divorced,0
1946,56,98315,29916,medical,unemployed,single,1
1947,32,51075,3919,education,self-employed,divorced,0
1948,46,50697,24550,medical,self-employed,divorced,0
1949,46,143804,37524,business,self-employed,divorced,1
1950,28,74544,4283,education,employed,divorced,1
1951,69,29795,5691,business,self-employed,single,1
1952,49,84555,24212,education,employed,divorced,0
1953,19,72204,41118,personal,self-employed,married,0
1954,64,123996,29602,business,self-employed,divorced,1
1955,31,89754,18540,medical,employed,divorced,1
1956,37,84860,36829,education,self-employed,married,0
1957,39,123107,6919,medical,employed,single,0
1958,28,71529,23277,personal,self-employed,married,0
1959,44,31672,18676,education,self-employed,married,0
1960,20,74238,43844,personal,employed,married,0
1961,34,116578,10752,education,unemployed,married,0
1962,61,55950,17012,business,employed,divorced,0
1963,45,31009,10175,medical,unemployed,divorced,0
1964,46,67096,41670,business,employed,divorced,0
1965,38,39544,3067,business,unemployed,divorced,0
1966,64,75728,32478,business,self-employed,single,1
1967,33,49381,27439,business,unemployed,divorced,0
1968,54,147769,35747,education,self-employed,divorced,0
1969,37,45287,30810,medical,employed,single,0
1970,23,84610,19302,education,unemployed,married,0
1971,36,88122,1700,education,self-employed,divorced,1
1972,22,88184,37814,education,employed,divorced,0
1973,20,60081,35841,business,unemployed,married,0
1974,18,103637,45713,personal,self-employed,divorced,0
1975,55,65312,4048,business,unemployed,married,0
1976,32,107228,34290,education,unemployed,married,1
1977,51,92943,12101,business,self-employed,married,0
1978,52,102790,30778,medical,self-employed,divorced,0
1979,66,100770,28425,medical,employed,married,0
1980,42,72726,42509,business,self-employed,divorced,1
1981,41,42211,18852,business,self-employed,single,0
1982,29,49480,25500,personal,unemployed,married,0
1983,35,67780,13674,business,self-employed,divorced,0
1984,32,77138,24195,business,unemployed,married,1
1985,61,110382,25371,personal,unemployed,divorced,0
1986,33,62503,34053,business,self-employed,divorced,0
1987,44,77893,12957,business,self-employed,single,0
1988,25,66193,8108,business,self-employed,married,0
1989,63,134002,48758,business,self-employed,divorced,0
1990,42,147543,18829,business,employed,single,0
1991,34,81358,6837,education,unemployed,divorced,0
1992,46,100857,16032,business,employed,divorced,0
1993,25,98182,35234,personal,employed,single,1
1994,32,140457,27352,business,unemployed,married,0
1995,44,42117,31215,education,employed,single,0
1996,63,148333,10106,personal,self-employed,married,0
1997,67,79056,42247,personal,self-employed,divorced,0
1998,69,137928,29766,business,self-employed,divorced,0
1999,24,78706,44048,medical,self-employed,single,0
2000,20,90429,39700,education,unemployed,single,0
2001,46,29476,10996,medical,self-employed,single,0
2002,61,102806,2178,business,unemployed,divorced,1
2003,41,75006,36319,education,unemployed,married,0
2004,20,107238,17025,medical,unemployed,single,1
2005,37,136946,10780,education,unemployed,married,1
2006,63,89918,23706,business,employed,single,0
2007,32,83155,43916,education,employed,single,0
2008,42,87321,10967,business,self-employed,single,0
2009,47,65798,31856,medical,unemployed,single,1
2010,31,97271,38630,education,self-employed,divorced,0
2011,24,50177,10179,personal,self-employed,divorced,0
2012,34,116248,39623,business,self-employed,single,0
2013,61,148022,18587,education,self-employed,divorced,0
2014,37,142415,24733,personal,unemployed,divorced,0
2015,53,102215,23770,personal,unemployed,divorced,0
2016,26,63013,34887,personal,employed,divorced,0
2017,55,120901,4975,personal,unemployed,married,1
2018,65,102600,13919,business,unemployed,married,0
2019,39,116099,10602,education,self-employed,divorced,0
2020,19,139578,46463,personal,unemployed,married,0
2021,41,73450,35060,education,self-employed,single,1
2022,25,118628,43154,education,unemployed,married,0
2023,28,67928,11140,medical,employed,single,0
2024,30,142640,22170,education,self-employed,married,0
2025,34,112403,29830,business,unemployed,married,0
2026,25,65382,45540,business,unemployed,single,0
2027,38,119290,7590,personal,self-employed,single,0
2028,35,105038,47745,education,employed,divorced,0
2029,47,20760,31609,business,employed,married,0
2030,35,44142,18401,business,unemployed,single,0
2031,63,130189,28729,business,unemployed,divorced,0
2032,64,127532,38944,personal,unemployed,single,1
2033,48,37290,46167,business,self-employed,divorced,0
2034,55,91035,29645,education,self-employed,divorced,0
2035,49,20364,30047,business,self-employed,single,0
2036,28,76921,23560,business,unemployed,single,0
2037,62,39797,7647,personal,employed,married,0
2038,42,126331,22106,education,self-employed,married,0
2039,50,52535,7015,business,employed,divorced,0
2040,55,66300,22506,education,unemployed,single,1
2041,58,67176,49613,education,self-employed,married,1
2042,25,36105,25067,business,self-employed,divorced,0
2043,28,27939,3056,personal,self-employed,married,0
2044,39,99472,32719,education,unemployed,divorced,0
2045,68,62029,30328,medical,unemployed,married,0
2046,41,35863,13176,business,unemployed,single,0
2047,58,98097,43771,education,employed,divorced,0
2048,34,30447,32885,education,employed,divorced,1
2049,29,116160,22269,education,self-employed,married,0
2050,63,66940,47515,business,self-employed,married,0
2051,49,130182,4114,medical,unemployed,married,0
2052,32,97947,14442,education,unemployed,single,0
2053,33,105001,41151,education,unemployed,married,0
2054,39,123752,2629,personal,self-employed,married,1
2055,45,39642,18927,business,unemployed,single,0
2056,37,116798,32317,business,employed,married,0
2057,50,115899,24896,education,employed,single,0
2058,27,87643,29155,personal,self-employed,single,0
2059,57,27928,19288,education,self-employed,married,0
2060,49,68002,22415,education,employed,single,0
2061,67,104853,37085,business,unemployed,married,0
2062,50,134614,12251,personal,self-employed,single,0
2063,19,137517,37884,education,self-employed,divorced,0
2064,50,45017,26574,business,self-employed,married,0
2065,50,99064,10623,education,employed,divorced,0
2066,58,139694,21936,education,self-employed,divorced,0
2067,30,33313,7123,personal,employed,divorced,0
2068,47,21559,4061,personal,employed,divorced,0
2069,50,70893,41857,personal,unemployed,married,0
2070,30,35167,37499,education,unemployed,single,1
2071,69,100879,40095,medical,unemployed,married,0
2072,43,58598,29451,personal,self-employed,married,0
2073,39,27523,17361,medical,employed,single,0
2074,56,69777,16907,medical,self-employed,divorced,0
2075,19,48439,35814,medical,employed,single,0
2076,55,136378,20605,business,self-employed,divorced,1
2077,56,101060,33256,education,employed,married,0
2078,43,33285,12332,personal,unemployed,single,1
2079,63,30973,38832,education,unemployed,single,1
2080,67,142970,30476,education,self-employed,divorced,1
2081,32,42694,10445,business,employed,single,0
2082,51,55774,34490,business,unemployed,married,0
2083,59,24302,30767,business,employed,single,0
2084,61,135776,47057,education,self-employed,single,0
2085,66,42391,16210,medical,unemployed,married,0
2086,57,24611,25159,education,self-employed,divorced,1
2087,28,29372,8564,business,self-employed,single,1
2088,20,44312,42043,education,employed,divorced,0
2089,23,34080,22219,business,self-employed,single,0
2090,26,100618,28946,business,self-employed,married,0
2091,23,132945,37587,personal,employed,divorced,0
2092,26,128397,4364,medical,employed,single,0
2093,56,116213,5318,business,self-employed,divorced,0
2094,48,40874,12479,personal,unemployed,single,0
2095,49,82537,8398,medical,unemployed,married,1
2096,58,93914,3452,business,employed,married,0
2097,67,21597,22672,medical,self-employed,single,0
2098,29,31600,34193,medical,unemployed,single,0
2099,25,23747,14865,education,employed,divorced,1
2100,25,99415,26345,personal,employed,single,1
2101,67,137358,47275,medical,employed,divorced,0
2102,45,98553,21359,education,self-employed,single,1
2103,37,44815,9799,medical,employed,married,0
2104,64,104500,24053,education,unemployed,divorced,1
2105,24,114348,35892,business,self-employed,divorced,0
2106,28,125736,18684,business,unemployed,married,0
2107,37,44714,6015,education,unemployed,divorced,1
2108,33,38890,32665,business,unemployed,married,0
2109,21,81509,9657,business,self-employed,married,1
2110,23,81824,22951,business,unemployed,married,0
2111,39,24725,33063,medical,employed,single,0
2112,43,63205,33743,education,employed,married,0
2113,20,40684,27521,personal,unemployed,divorced,0
2114,58,111861,11731,personal,employed,single,1
2115,59,77911,19744,education,self-employed,married,0
2116,31,118078,19423,medical,self-employed,married,1
2117,28,131573,18568,business,employed,married,0
2118,35,33092,48411,business,employed,divorced,0
2119,29,115918,4934,medical,self-employed,single,0
2120,40,59770,12409,personal,unemployed,single,0
2121,29,45457,32410,education,self-employed,single,0
2122,30,91667,31808,education,unemployed,divorced,0
2123,42,131565,9172,medical,employed,married,1
2124,62,110751,28358,business,employed,single,0
2125,68,82894,1777,business,unemployed,married,0
2126,36,81305,20763,business,unemployed,divorced,1
2127,63,32612,49673,education,self-employed,single,0
2128,53,122841,36186,personal,unemployed,divorced,0
2129,62,98627,32170,education,employed,single,0
2130,25,120639,21461,medical,employed,single,0
2131,46,57089,46222,education,employed,married,0
2132,49,115295,3439,medical,unemployed,divorced,0
2133,68,131558,8804,education,unemployed,single,0
2134,61,72137,46791,personal,employed,single,0
2135,35,20559,48594,medical,unemployed,divorced,0
2136,23,86249,14212,business,self-employed,married,0
2137,35,57361,22653,business,self-employed,divorced,0
2138,36,100720,22971,education,unemployed,single,0
2139,39,35261,2989,education,unemployed,divorced,1
2140,54,40372,8868,personal,employed,married,0
2141,49,75355,43026,personal,unemployed,married,0
2142,58,117676,34712,business,employed,married,0
2143,20,118560,25604,education,self-employed,married,0
2144,45,77920,23135,medical,unemployed,married,0
2145,27,132878,31544,personal,self-employed,married,1
2146,68,52544,38918,medical,unemployed,married,0
2147,52,20037,31847,medical,unemployed,single,0
2148,46,63032,44774,personal,employed,divorced,0
2149,32,98233,11680,education,employed,married,0
2150,50,61420,48972,medical,unemployed,divorced,1
2151,24,134234,31083,education,unemployed,divorced,0
2152,29,117243,35433,medical,employed,single,0
2153,66,111552,46579,education,self-employed,divorced,0
2154,47,149380,27309,education,unemployed,divorced,0
2155,38,147358,42719,education,employed,married,0
2156,48,54600,11349,education,unemployed,married,0
2157,41,68285,10543,personal,employed,divorced,0
2158,37,82008,10460,medical,self-employed,married,0
2159,54,109520,35553,education,unemployed,single,0
2160,21,25167,29525,business,unemployed,divorced,0
2161,45,146279,6948,medical,self-employed,divorced,0
2162,61,20432,15498,medical,unemployed,single,0
2163,37,89687,19991,education,unemployed,single,0
2164,41,133216,25974,medical,unemployed,single,0
2165,67,91947,36398,business,employed,single,1
2166,66,116324,8660,business,employed,divorced,0
2167,68,70903,27245,business,unemployed,married,1
2168,49,112159,1238,medical,self-employed,married,0
2169,58,74149,20920,medical,self-employed,married,0
2170,53,107640,47659,education,unemployed,married,0
2171,51,76768,10338,medical,employed,single,1
2172,53,80184,43517,medical,employed,married,0
2173,19,85792,11349,education,unemployed,married,0
2174,32,53439,47350,business,employed,divorced,0
2175,51,53257,12643,education,employed,divorced,0
2176,53,125193,29274,personal,self-employed,married,0
2177,23,64674,46013,medical,unemployed,single,0
2178,56,71248,41667,medical,employed,married,0
2179,59,103602,40913,personal,employed,single,0
2180,68,65371,39629,personal,employed,divorced,0
2181,68,118282,46819,personal,unemployed,single,0
2182,29,87996,17632,education,unemployed,married,0
2183,20,57297,28144,business,employed,divorced,0
2184,62,74273,13321,education,self-employed,married,0
2185,35,81256,38091,personal,self-employed,married,0
2186,57,54743,30256,education,unemployed,single,1
2187,38,88752,24485,medical,self-employed,married,0
2188,32,99803,3860,education,employed,married,0
2189,50,95117,15919,personal,unemployed,divorced,0
2190,52,90051,34337,medical,unemployed,single,0
2191,43,42076,9411,business,self-employed,single,0
2192,25,130352,10586,education,unemployed,divorced,0
2193,53,95312,25312,education,self-employed,divorced,0
2194,65,139627,24055,personal,self-employed,single,0
2195,47,107483,35890,business,employed,divorced,0
2196,40,22963,29807,medical,self-employed,single,0
2197,59,139217,21384,personal,self-employed,divorced,1
2198,61,92322,48177,personal,unemployed,single,0
2199,31,33866,29925,education,employed,single,0
2200,31,124504,4089,business,employed,divorced,0
2201,19,52305,15242,personal,self-employed,married,0
2202,54,82403,40978,education,unemployed,married,1
2203,22,102896,17433,medical,unemployed,divorced,0
2204,55,125649,34282,personal,unemployed,single,0
2205,62,146244,11983,medical,employed,divorced,0
2206,58,52813,44738,medical,employed,married,1
2207,64,86729,44578,education,self-employed,single,1
2208,31,80686,43797,business,self-employed,single,0
2209,56,24512,5671,medical,unemployed,single,0
2210,42,139631,25133,personal,self-employed,married,0
2211,37,42666,44209,business,unemployed,married,1
2212,19,36630,1414,business,employed,single,0
2213,56,137907,48861,education,self-employed,single,0
2214,23,147205,22242,personal,unemployed,married,1
2215,34,94519,36184,personal,employed,married,0
2216,42,20636,39379,education,unemployed,single,0
2217,45,23775,16231,education,self-employed,divorced,0
2218,19,87957,22849,business,unemployed,divorced,1
2219,52,84591,42163,medical,employed,divorced,0
2220,54,98561,32676,medical,self-employed,married,0
2221,22,94816,23056,medical,employed,divorced,0
2222,18,122487,42028,medical,self-employed,divorced,0
2223,57,31351,20947,personal,unemployed,married,1
2224,29,135400,46416,personal,employed,divorced,0
2225,53,140533,27040,education,employed,single,0
2226,62,123627,47110,education,unemployed,married,0
2227,40,75184,47978,medical,employed,single,0
2228,64,148381,26282,education,employed,divorced,0
2229,48,131192,27201,personal,employed,single,0
2230,28,115707,7833,medical,employed,married,0
2231,27,89180,5752,medical,unemployed,divorced,0
2232,20,101678,25507,personal,employed,married,1
2233,31,93309,21169,business,employed,divorced,0
2234,33,114002,45746,medical,employed,married,0
2235,27,30778,42495,education,self-employed,married,0
2236,46,32501,25930,business,self-employed,single,0
2237,27,132713,6023,personal,unemployed,married,1
2238,29,22108,1982,business,unemployed,married,0
2239,47,114905,15305,business,unemployed,single,0
2240,58,56382,17146,medical,employed,divorced,1
2241,18,111354,12201,business,self-employed,divorced,0
2242,22,95787,17910,education,self-employed,married,0
2243,37,43341,24031,medical,unemployed,single,0
2244,25,97214,24636,personal,self-employed,divorced,0
2245,60,34367,18314,education,unemployed,single,0
2246,29,139967,28332,medical,employed,married,1
2247,18,115208,19330,business,self-employed,single,0
2248,37,89868,16365,education,employed,married,0
2249,45,32002,44501,medical,employed,divorced,1
2250,60,148180,11108,medical,self-employed,divorced,0
2251,54,105820,4360,personal,unemployed,divorced,0
2252,64,79949,43553,medical,self-employed,divorced,1
2253,54,35700,41880,personal,employed,single,0
2254,29,99305,49784,business,unemployed,single,0
2255,54,82543,4625,medical,employed,single,1
2256,66,49318,39237,medical,unemployed,married,0
2257,66,109859,2223,business,self-employed,divorced,0
2258,61,47610,40878,medical,employed,divorced,0
2259,45,92499,10157,medical,unemployed,divorced,0
2260,64,139256,47019,education,unemployed,single,1
2261,32,93374,38760,personal,self-employed,single,0
2262,23,85226,14646,medical,unemployed,divorced,0
2263,61,65167,45638,medical,unemployed,married,0
2264,37,97779,30024,personal,employed,single,0
2265,67,47939,5787,education,self-employed,divorced,0
2266,31,81365,24202,personal,self-employed,divorced,0
2267,19,87381,44908,medical,employed,divorced,0
2268,26,66710,37067,business,employed,married,0
2269,54,36766,10360,business,employed,divorced,0
2270,37,122416,33692,education,unemployed,single,0
2271,43,32780,40219,education,self-employed,married,0
2272,46,68458,13941,medical,self-employed,married,0
2273,18,76221,16993,education,self-employed,divorced,0
2274,52,138498,15620,medical,unemployed,single,0
2275,23,128392,21193,business,self-employed,single,0
2276,54,21509,22248,education,self-employed,divorced,0
2277,22,109493,46852,medical,self-employed,divorced,0
2278,50,130708,6027,personal,self-employed,single,0
2279,66,54346,5260,education,employed,married,0
2280,68,102799,38596,medical,unemployed,married,0
2281,31,136850,42540,medical,self-employed,divorced,0
2282,29,66874,10012,personal,self-employed,divorced,0
2283,59,46148,26823,business,self-employed,single,0
2284,37,51533,9315,personal,self-employed,single,0
2285,67,128144,48027,medical,self-employed,single,0
2286,41,142402,13631,personal,employed,single,0
2287,60,98467,19258,personal,employed,divorced,1
2288,51,21359,26099,medical,unemployed,divorced,0
2289,42,139119,36891,business,unemployed,single,0
2290,67,110068,37992,personal,self-employed,divorced,0
2291,46,80313,32376,personal,self-employed,divorced,0
2292,56,40344,11977,education,employed,single,0
2293,48,138499,27694,education,unemployed,married,1
2294,64,89778,48376,medical,self-employed,married,1
2295,60,40601,34978,medical,self-employed,single,0
2296,67,134768,10218,medical,self-employed,married,0
2297,40,39116,22788,education,unemployed,divorced,0
2298,61,76985,21501,medical,employed,married,0
2299,55,121013,13453,personal,employed,single,1
2300,37,137110,39197,personal,self-employed,single,0
2301,40,138329,16210,business,self-employed,married,0
2302,62,50782,9689,medical,self-employed,married,0
2303,69,131095,46489,personal,self-employed,divorced,0
2304,33,69819,28381,personal,self-employed,married,1
2305,67,104416,30508,business,unemployed,married,1
2306,59,89035,43653,personal,employed,married,1
2307,25,117123,22142,business,unemployed,divorced,0
2308,67,64458,41950,business,unemployed,married,0
2309,38,111556,9916,education,self-employed,divorced,0
2310,18,144225,1375,personal,unemployed,divorced,0
2311,25,28080,32449,education,employed,single,1
2312,46,108743,24797,personal,self-employed,single,0
2313,49,53957,21782,education,employed,divorced,1
2314,55,33908,28028,business,unemployed,divorced,0
2315,22,116188,21243,business,self-employed,divorced,0
2316,64,115880,30379,business,employed,single,0
2317,39,141292,38780,business,employed,divorced,0
2318,64,110570,31740,personal,self-employed,single,0
2319,51,111324,20984,medical,employed,single,0
2320,18,98287,1050,personal,self-employed,divorced,0
2321,43,143791,7590,education,self-employed,divorced,0
2322,60,67482,41205,personal,unemployed,divorced,1
2323,27,119329,16162,personal,employed,single,0
2324,47,142473,14105,education,self-employed,married,1
2325,67,145291,38499,business,unemployed,divorced,0
2326,35,118375,37641,education,unemployed,married,0
2327,34,58314,12628,education,self-employed,married,1
2328,43,120989,43032,medical,self-employed,married,0
2329,25,94921,39516,medical,employed,married,0
2330,64,142060,22621,business,employed,married,1
2331,57,103768,2476,education,employed,single,0
2332,66,128880,41800,education,self-employed,single,0
2333,29,120326,36788,education,unemployed,single,0
2334,44,35831,25437,personal,unemployed,married,0
2335,25,141026,27240,medical,self-employed,single,0
2336,42,40125,46452,medical,employed,divorced,0
2337,63,82451,11922,business,unemployed,married,0
2338,21,65708,49154,medical,unemployed,divorced,0
2339,50,37682,9066,medical,employed,married,1
2340,18,122406,13089,business,unemployed,married,0
2341,36,102824,33600,education,employed,married,0
2342,48,55794,47176,personal,unemployed,married,1
2343,33,79372,9167,business,unemployed,divorced,0
2344,31,59477,13816,medical,unemployed,married,0
2345,65,73863,22164,business,employed,married,0
2346,22,109941,21429,medical,unemployed,single,0
2347,58,58737,36001,education,unemployed,married,0
2348,43,22620,32415,education,unemployed,married,0
2349,45,120950,9117,education,self-employed,married,1
2350,19,123169,48318,medical,unemployed,married,1
2351,67,142033,7359,business,unemployed,married,0
2352,23,55057,15364,medical,employed,married,0
2353,26,60138,37965,education,employed,divorced,1
2354,50,99390,29794,education,self-employed,divorced,0
2355,58,73024,11293,education,employed,married,0
2356,42,29677,10332,medical,employed,divorced,0
2357,65,64111,1615,personal,employed,single,0
2358,30,44074,46612,education,self-employed,single,1
2359,26,37824,13401,business,self-employed,married,0
2360,30,20765,42936,education,unemployed,married,0
2361,48,65439,30372,medical,unemployed,divorced,0
2362,58,145318,43276,business,employed,single,1
2363,28,117151,49322,medical,unemployed,married,0
2364,21,68926,3339,personal,unemployed,single,0
2365,51,56860,17246,personal,self-employed,divorced,0
2366,55,32975,9109,medical,self-employed,married,0
2367,63,94877,24758,education,unemployed,married,1
2368,21,113677,24091,business,unemployed,married,0
2369,55,97870,44056,education,unemployed,single,0
2370,36,134381,14317,medical,employed,divorced,1
2371,23,101371,17762,medical,self-employed,single,0
2372,51,46548,4465,education,unemployed,single,0
2373,35,120970,26622,business,unemployed,married,1
2374,30,110575,7800,business,employed,divorced,0
2375,58,118066,36539,business,self-employed,divorced,1
2376,40,58736,37651,business,employed,married,0
2377,36,81562,3600,business,employed,divorced,0
2378,62,60409,6518,personal,unemployed,married,0
2379,28,104101,20627,personal,employed,married,1
2380,18,29834,30369,medical,employed,divorced,0
2381,41,122192,32445,personal,unemployed,divorced,0
2382,24,20840,17689,business,self-employed,divorced,0
2383,42,99409,16923,business,unemployed,divorced,0
2384,38,51568,39469,business,self-employed,single,0
2385,32,30846,31403,medical,employed,married,0
2386,18,25899,1958,medical,employed,married,1
2387,29,106038,41363,education,unemployed,married,1
2388,24,86101,4538,personal,unemployed,married,0
2389,32,58773,24404,personal,unemployed,single,0
2390,38,149789,10983,education,employed,divorced,0
2391,36,127460,36371,education,employed,divorced,1
2392,46,128778,25642,personal,self-employed,divorced,0
2393,42,94723,14467,business,unemployed,married,0
2394,50,92762,1205,personal,employed,single,0
2395,66,127683,28409,business,self-employed,single,1
2396,49,124194,13442,medical,unemployed,divorced,0
2397,66,131417,27290,personal,unemployed,married,1
2398,52,24311,27108,personal,self-employed,divorced,0
2399,61,129750,6691,medical,self-employed,married,0
2400,55,76888,39909,medical,self-employed,divorced,0
2401,43,61616,20504,medical,employed,divorced,0
2402,28,72134,31162,medical,unemployed,single,0
2403,52,111225,40496,medical,unemployed,married,0
2404,25,26083,39798,education,self-employed,single,0
2405,63,32598,22551,education,employed,single,0
2406,31,102476,14383,medical,self-employed,divorced,0
2407,27,137707,17496,medical,employed,married,0
2408,19,112416,42716,medical,unemployed,married,0
2409,63,22580,10088,medical,unemployed,divorced,0
